datetime,count
2011-01-05,1570.90164285714
2011-01-09,966.6092
2011-01-12,1182.488
2011-01-16,1160.75096666667
2011-01-21,1476.7756
2011-01-25,1745.7577
2011-01-28,1282.1754
2011-02-01,1394.7906
2011-02-06,1571.35676666667
2011-02-10,1556.52663333333
2011-02-13,1649.81453333333
2011-02-17,2371.67006666667
2011-02-22,1526.6072
2011-02-26,1932.76496666667
2011-03-01,1869.95383333333
2011-03-05,2147.46863333333
2011-03-10,1191.8591
2011-03-14,2157.78033333333
2011-03-17,2621.64853333333
2011-03-21,2316.44276666667
2011-03-26,2348.63546666667
2011-03-30,1675.0838
2011-04-02,2191.75873333333
2011-04-06,2799.61003333333
2011-04-11,3388.0657
2011-04-15,3199.46816666667
2011-04-18,3575.9064
2011-04-22,1882.6376
2011-04-27,3949.6824
2011-05-01,3448.97523333333
2011-05-04,2701.15933333333
2011-05-08,4517.60796666667
2011-05-13,4143.35086666667
2011-05-17,4146.10143333334
2011-05-20,4844.30473333333
2011-05-24,4446.6598
2011-05-29,4504.01753333333
2011-06-02,5003.42983333333
2011-06-05,4800.24906666667
2011-06-09,4008.8107
2011-06-14,4922.4475
2011-06-18,5178.91356666667
2011-06-21,4689.18693333333
2011-06-25,5176.21803333333
2011-06-30,5295.05456666667
2011-07-04,4963.26856666666
2011-07-07,4586.64943333333
2011-07-11,4224.93786666667
2011-07-16,5323.8754
2011-07-20,4374.39913333333
2011-07-23,3566.9586
2011-07-27,4671.8586
2011-08-01,4398.4736
2011-08-05,4729.9834
2011-08-08,4433.12036666667
2011-08-12,4816.0328
2011-08-17,4702.93633333334
2011-08-21,3967.3984
2011-08-24,5067.03983333333
2011-08-28,4456.75706666667
2011-09-02,4639.50246666667
2011-09-06,2678.84016666667
2011-09-09,3599.0369
2011-09-13,4760.68266666667
2011-09-18,4366.80253333334
2011-09-22,4562.11473333333
2011-09-25,4852.1749
2011-09-29,4817.2422
2011-10-04,4482.4708
2011-10-08,5190.63923333333
2011-10-11,4517.69233333334
2011-10-15,5131.24216666667
2011-10-20,4242.84733333333
2011-10-24,4200.15136666667
2011-10-27,2806.90306666667
2011-10-31,3758.8407
2011-11-05,3787.31853333333
2011-11-09,4029.80903333333
2011-11-12,3872.60966666666
2011-11-16,2098.3189
2011-11-21,2782.60616666667
2011-11-25,2852.07723333333
2011-11-28,3854.54366666666
2011-12-02,3843.19726666667
2011-12-07,1344.52726666667
2011-12-11,2792.0812
2011-12-14,3698.72386666667
2011-12-18,2335.05146666667
2011-12-23,2233.46516666667
2011-12-27,1501.35563333333
2011-12-30,3107.43033333333
2012-01-03,2197.13993333333
2012-01-08,3489.70846666666
2012-01-12,3944.0686
2012-01-15,2245.94006666667
2012-01-19,3199.27226666667
2012-01-24,4146.5909
2012-01-28,3967.1668
2012-01-31,4408.71236666667
2012-02-04,2958.62026666666
2012-02-09,3715.7814
2012-02-13,3351.22063333333
2012-02-16,3163.72843333333
2012-02-20,3160.03513333333
2012-02-25,2933.32136666667
2012-02-29,2168.9444
2012-03-03,4037.27496666667
2012-03-07,4767.59383333333
2012-03-12,5525.9196
2012-03-16,4759.71626666667
2012-03-19,6207.65616666667
2012-03-23,7123.27396666667
2012-03-28,5726.9612
2012-04-01,5737.1237
2012-04-04,6485.9902
2012-04-08,5423.11996666667
2012-04-13,6342.73086666667
2012-04-17,6611.15203333333
2012-04-20,6932.4983
2012-04-24,5515.2068
2012-04-29,6293.5478
2012-05-03,6314.4772
2012-05-06,6267.364
2012-05-10,6636.25383333333
2012-05-15,5199.24033333334
2012-05-19,7451.09956666667
2012-05-22,6097.2013
2012-05-26,6406.3484
2012-05-31,7324.13
2012-06-04,7046.20736666666
2012-06-07,7416.96486666667
2012-06-11,6728.13376666667
2012-06-16,7422.2484
2012-06-20,6401.18013333333
2012-06-23,7285.49233333333
2012-06-27,7349.33043333333
2012-07-02,6425.48336666666
2012-07-06,6192.343
2012-07-09,6638.7007
2012-07-13,7240.6353
2012-07-18,6066.39943333333
2012-07-22,6882.21593333333
2012-07-25,7523.27439999999
2012-07-29,6669.39903333334
2012-08-03,7001.10276666666
2012-08-07,7122.1128
2012-08-10,6265.48526666667
2012-08-14,6949.73963333334
2012-08-19,5216.73316666667
2012-08-23,7538.75556666667
2012-08-26,5249.88733333333
2012-08-30,7575.40203333333
2012-09-04,7006.3953
2012-09-08,6157.67443333334
2012-09-11,7633.67683333333
2012-09-15,8048.71159999999
2012-09-20,7629.05816666666
2012-09-24,7465.53963333333
2012-09-27,7262.45383333333
2012-10-01,6942.82403333333
2012-10-06,7478.4807
2012-10-10,7365.7978
2012-10-13,6522.79383333333
2012-10-17,7322.67859999999
2012-10-22,7296.31633333333
2012-10-26,7313.83006666667
2012-10-29,2150.2261
2012-11-02,5685.4594
2012-11-07,5159.4248
2012-11-11,6252.58623333333
2012-11-14,5405.00026666667
2012-11-18,4784.68263333333
2012-11-23,3621.20733333333
2012-11-27,4106.09823333333
2012-11-30,5573.4175
2012-12-04,6365.5306
2012-12-09,3343.84586666666
2012-12-13,5476.94676666667
2012-12-16,4106.44293333333
2012-12-20,4473.77643333333
2012-12-25,1915.93803333333
2012-12-29,1571.63746666667
